RESOLUÃÃO,CTT,UNNAMED: 2,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÁVEL,SITUAÃÃO
13/01/2025,212242,1.0,5 mil,RECEPTIVO,,,GREICY,RESOLVIDO
20/01/2025,216674,1.0,"R$10.000,00",RECEPTIVO,ADRIANO,SANTANDER,EDIANE,RESOLVIDO
14/01/2025,211180,1.0,"R$ 6.000,00",RECEPTIVO,,BV FINANCEIRA,JULIA,RESOLVIDO
15/01/2025,204367,4.0,"R$ 2.600,00",RECEPTIVO,,BV FINANCEIRA,JULIANA,RESOLVIDO
13/01/2025,222381,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,FABIANA,RESOLVIDO
13/01/2025,222383,1.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,FABIANA,RESOLVIDO
13/01/2025,189596,1.0,"R$ 7.000,00",ATIVO,LEANDRO,,GREICY,RESOLVIDO
20/01/2025,219074,2.0,"R$ 6.000,00",RECEPTIVO,LEANDRO,SANTANDER,ITAYNNARA,RESOLVIDO
14/01/2025,222152,1.0,"R$7.500,00",RECEPTIVO,ADRIANO,PANAMERICANO,GREICY,RESOLVIDO
13/01/2025,209812,2.0,"R$ 4.000,00",RECEPTIVO,ADRIANO,SANTANDER,MONYZA,RESOLVIDO
14/01/2025,230088,1.0,80%,RECEPTIVO,,BV FINANCEIRA,ITAYNNARA,RESOLVIDO
14/01/2025,226136,1.0,"3.201,40",RECEPTIVO,,SANTANDER,MONYZA,RESOLVIDO
15/01/2025,226599,1.0,80%,RECEPTIVO,ADRIANO,SANTANDER,IZABEL,RESOLVIDO
13/01/2025,214580,5.0,"R$ 13.000,00",RECEPTIVO,,,VICTOR ADRIANO,RESOLVIDO
14/01/2025,237942,2.0,"R$ 10.000,00",RECEPTIVO,,SANTANDER,MONYZA,RESOLVIDO
13/01/2025,185709,1.0,VALORES,RECEPTIVO,ADRIANO,SANTANDER,AMANDA SANTANA,RESOLVIDO
14/01/2025,207670,2.0,valores/ refinancimento,RECEPTIVO,,PANAMERICANO,GREICY,RESOLVIDO
17/01/2025,176093,1.0,"R$ 8.000,00",RECEPTIVO,ADRIANO,BRADESCO,IZABEL,RESOLVIDO
22/01/2025,229931,1.0,"R$16.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
21/01/2025,208738,1.0,"R$ 6.000,00",RECEPTIVO,ADRIANO,RCI,EDIANE,RESOLVIDO
13/01/2025,227011,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,FABIANA,RESOLVIDO
16/01/2025,216856,1.0,CLIENTE RECEBEU PROPOSTA,RECEPTIVO,,SANTANDER,ALINE SALVADOR,RESOLVIDO
13/01/2025,220808,2.0,VALORES,RECEPTIVO,,BV FINANCEIRA,MONYZA,RESOLVIDO
14/01/2025,192746,1.0,VALORES,RECEPTIVO,,PANAMERICANO,VITORIA,RESOLVIDO
14/01/2025,207489,2.0,"R$ 7.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,MONYZA,RESOLVIDO
14/01/2025,214658,2.0,"R$ 12.000,00",ATIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
13/01/2025,235248,2.0,"R$ 11.000,00",RECEPTIVO,REVERSÃO,BV FINANCEIRA,MONYZA,RESOLVIDO
21/01/2025,212436,2.0,VALORES,RECEPTIVO,LEANDRO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
14/01/2025,206334,2.0,"R$25.000,00",RECEPTIVO,LEANDRO,ITAÃ,MONYZA,RESOLVIDO
14/01/2025,226597,1.0,CLIENTE INFORMOU QUE CARRO DEU PT,RECEPTIVO,ADRIANO,BRADESCO,ALINE SALVADOR,RESOLVIDO
14/01/2025,176574,1.0,"R$ 35.000,00",RECEPTIVO,ADRIANO,SANTANDER,ALINE SALVADOR,RESOLVIDO
14/01/2025,219766,2.0,"R$ 19.000,00",RECEPTIVO,LEANDRO,TOYOTA,IZABEL,RESOLVIDO
13/01/2025,192798,1.0,VALORES,RECEPTIVO,ADRIANO,SANTANDER,AMANDA SANTANA,RESOLVIDO
20/01/2025,224079,1.0,valores,RECEPTIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
15/01/2025,223103,2.0,"9.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,ITAYNNARA,RESOLVIDO
15/01/2025,212688,3.0,valores,RECEPTIVO,ADRIANO,BV FINANCEIRA,IZABEL,RESOLVIDO
15/01/2025,222421,1.0,"10.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
15/01/2025,234709,1.0,"50.000,00",RECEPTIVO,LEANDRO,SANTANDER,KATIA,RESOLVIDO
15/01/2025,210704,2.0,"11.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
15/01/2025,214837,1.0,"R$ 7.000,00",,ADRIANO,ITAÃ,VITORIA,RESOLVIDO
20/01/2025,126813,2.0,"2.000,00",RECEPTIVO,LEANDRO,ITAÃ,MARIA BRUNA,RESOLVIDO
20/01/2025,161557,2.0,valores,RECEPTIVO,LEANDRO,PANAMERICANO,EDIANE,RESOLVIDO
21/01/2025,216455,1.0,valores,RECEPTIVO,LEANDRO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
15/01/2025,167220,2.0,"R$ 10.000,00",RECEPTIVO,LEANDRO,BRADESCO,AMANDA SANTANA,RESOLVIDO
20/01/2025,217449,4.0,VALORES,ATIVO,LEANDRO,BRADESCO,JULIANA,RESOLVIDO
14/01/2025,214020,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,MONYZA,RESOLVIDO
14/01/2025,200739,1.0,"R$ 2.500,00",RECEPTIVO,ADRIANO,PANAMERICANO,MONYZA,RESOLVIDO
14/01/2025,214248,1.0,"R$ 6.000,00",RECEPTIVO,ADRIANO,SANTANDER,ADRIANO,RESOLVIDO
14/01/2025,221661,1.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,FABIANA,RESOLVIDO
14/01/2025,211755,1.0,recebeu boleto de 11600,RECEPTIVO,,SANTANDER,MONYZA,RESOLVIDO
14/01/2025,200180,1.0,VALORES,RECEPTIVO,ADRIANO,BRADESCO,ITAYNNARA,RESOLVIDO
14/01/2025,177604,1.0,valores,RECEPTIVO,ADRIANO,SANTANDER,MONYZA,RESOLVIDO
15/01/2025,201582,1.0,"R$ 15.000,00",RECEPTIVO,ADRIANO,SANTANDER,VITORIA,RESOLVIDO
15/01/2025,222649,1.0,VALORES,RECEPTIVO,ADRIANO,BRADESCO,ITAYNNARA,RESOLVIDO
17/01/2025,198059,1.0,"R$ 12.000,00",RECEPTIVO,ADRIANO,SANTANDER,FABIANA,RESOLVIDO
20/01/2025,208525,1.0,"DISPÃE DE R$ 7.000,00",RECEPTIVO,ADRIANO,PANAMERICANO,VICTOR ADRIANO,RESOLVIDO
Â´23/01/2025,225944,2.0,"R$ 6.000,00",RECEPTIVO,ADRIANO,ITAÃ,AMANDA SANTANA,RESOLVIDO
14/01/2025,216169,2.0,"R$ 10.000,00",RECEPTIVO,ADRIANO,SANTANDER,FABIANA,RESOLVIDO
14/01/2025,176984,1.0,"R$ 40.000,00",RECEPTIVO,ADRIANO,HYUNDAI,FABIANA,RESOLVIDO
14/01/2025,239120,,"R$ 5.000,00",RECEPTIVO,ADRIANO,SANTANDER,ALINE SALVADOR,RESOLVIDO
14/01/2025,205422,1.0,"R$ 12.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
15/01/2025,232985,1.0,VALORES,RECEPTIVO,,PANAMERICANO,GREICY,RESOLVIDO
15/01/2025,229909,1.0,VALORES,RECEPTIVO,,PANAMERICANO,VITORIA,RESOLVIDO
15/01/2025,226372,1.0,VALORES,RECEPTIVO,ADRIANO,BRADESCO,GREICY,RESOLVIDO
21/01/2025,190202,1.0,valores,RECEPTIVO,ADRIANO,BRADESCO,AMANDA SANTANA,RESOLVIDO
15/01/2025,210067,2.0,VALORES,RECEPTIVO,ADRIANO,SANTANDER,IZABEL,RESOLVIDO
16/01/2025,210067,2.0,"R$ 11.000,00",RECEPTIVO,,SANTANDER,MONYZA,RESOLVIDO
17/01/2025,151514,1.0,VALORES,RECEPTIVO,LEANDRO,SAFRA,IZABEL,RESOLVIDO
15/01/2025,177573,1.0,VERIFICAR SE FOI REALIZADO UM CORDO,RECEPTIVO,ADRIANO,SANTANDER,FABIANA,RESOLVIDO
15/01/2025,230471,1.0,VALORES,RECEPTIVO,LEANDRO,ITAÃ,ITAYNNARA,RESOLVIDO
15/01/2025,218230,5.0,"R$ 10.000,00",RECEPTIVO,,BRADESCO,ITAYNNARA,RESOLVIDO
22/01/2025,231565,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,AMANDA SANTANA,RESOLVIDO
16/01/2025,217222,2.0,"R$ 20.000,00",ATIVO,ADRIANO,SANTANDER,ALINE SALVADOR,RESOLVIDO
16/01/2025,210388,1.0,50% A 80%,RECEPTIVO,ADRIANO,PANAMERICANO,ALINE SALVADOR,RESOLVIDO
15/01/2025,208991,2.0,"15.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,ALINE SALVADOR,RESOLVIDO
15/01/2025,187103,1.0,VALORES,RECEPTIVO,ADRIANO,ITAÃ,FABIANA,RESOLVIDO
15/01/2025,231655,1.0,"R$ 6.800,00",ATIVO,LEANDRO,SANTANDER,GREICY,RESOLVIDO
15/01/2025,222829,1.0,"R$ 12.000,00",RECEPTIVO,,PANAMERICANO,ALINE SALVADOR,RESOLVIDO
15/01/2025,224995,2.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,MONYZA,RESOLVIDO
15/01/2025,225000,2.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,MONYZA,RESOLVIDO
15/01/2025,225002,3.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,MONYZA,RESOLVIDO
15/01/2025,224787,2.0,"R$ 4.300,00",RECEPTIVO,,PANAMERICANO,JULIANA,RESOLVIDO
15/01/2025,198080,3.0,"R$ 4.000,00",RECEPTIVO,,VOLKSWAGEN,KATIA,RESOLVIDO
15/01/2025,211580,1.0,"R$6.800,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,JULIANA,RESOLVIDO
15/01/2025,216201,3.0,"CLIENTE RECEBEU BOLETO DE R$ 10.000,00",ATIVO,ADRIANO,SANTANDER,KATIA,RESOLVIDO
17/01/2025,216723,1.0,"R$30.000,00",RECEPTIVO,ADRIANO,SANTANDER,MARIA BRUNA,RESOLVIDO
17/01/2025,223531,1.0,VALORES,RECEPTIVO,,PANAMERICANO,MONYZA,RESOLVIDO
14/01/2025,221333,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,FABIANA,RESOLVIDO
14/01/2025,201193,3.0,"R$ 10.000,00",RECEPTIVO,LEANDRO,SANTANDER,GREICY,RESOLVIDO
15/01/2025,173390,3.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,FABIANA,RESOLVIDO
17/01/2025,224841,1.0,VALORES,RECEPTIVO,,ITAÃ,KATIA,RESOLVIDO
22/01/2025,212575,1.0,VALORES,RECEPTIVO,REVERSÃO,RENNER,EDIANE,RESOLVIDO
15/01/2025,170578,2.0,"R$ 7.000,00",RECEPTIVO,,BRADESCO,GREICY,RESOLVIDO
20/01/2025,235426,1.0,VALORES,RECEPTIVO,FECHADO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
20/01/2025,161557,2.0,"R$ 2.800,00",ATIVO,LEANDRO,PANAMERICANO,GREICY,RESOLVIDO
15/01/2025,211631 ,2.0,"R$ 12.000,00",RECEPTIVO,,SANTANDER,ITAYNNARA,RESOLVIDO
15/01/2025,221209 ,2.0,"R$ 13.000,00",RECEPTIVO,,,VITORIA,RESOLVIDO
17/01/2025,217045,1.0,VALORES,RECEPTIVO,ADRIANO,ITAÃ,IZABEL,RESOLVIDO
20/01/2025,233703,1.0,VALORES,RECEPTIVO,ADRIANO,ITAÃ,ITAYNNARA,RESOLVIDO
15/01/2025,201117,1.0,VALORES,RECEPTIVO,LEANDRO,ITAÃ,ELIZABETE,RESOLVIDO
15/01/2025,190463,1.0,"R$ 5.500,00",RECEPTIVO,ADRIANO,BRADESCO,ELIZABETE,RESOLVIDO
16/01/2025,185479,3.0,valores,RECEPTIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
16/01/2025,205192,1.0,VALORES,RECEPTIVO,LEANDRO,PANAMERICANO,VITORIA,RESOLVIDO
16/01/2025,214580,5.0,"13.000,00",RECEPTIVO,LEANDRO,SANTANDER,GREICY,RESOLVIDO
16/01/2025,223626,1.0,"10.000,00",RECEPTIVO,LEANDRO,SANTANDER,FABIANA,RESOLVIDO
17/01/2025,223381,1.0,"7.000,00",RECEPTIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
17/01/2025,221535,1.0,valores,RECEPTIVO,LEANDRO,SANTANDER,JULIANA,RESOLVIDO
17/01/2025,232782,1.0,valores,RECEPTIVO,ADRIANO,BV FINANCEIRA,MONYZA,RESOLVIDO
17/01/2025,217449,4.0,valores,RECEPTIVO,LEANDRO,BRADESCO,JULIA,RESOLVIDO
20/01/2025,227771,1.0,valores,RECEPTIVO,LEANDRO,BRADESCO,JULIANA,RESOLVIDO
22/01/2025,226500,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,AMANDA SANTANA,RESOLVIDO
15/01/2025,183060 ,1.0,VALORES,RECEPTIVO,,ITAÃ,VITORIA,RESOLVIDO
16/01/2025,212164  ,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,FABIANA,RESOLVIDO
16/01/2025,225314 ,1.0,valores,RECEPTIVO,LEANDRO,PANAMERICANO,VITORIA,RESOLVIDO
16/01/2025,207009 ,2.0,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
17/01/2025,207012 ,2.0,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,MONYZA,RESOLVIDO
17/01/2025,211870,1.0,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,JULIA,RESOLVIDO
20/01/2025,209129 ,1.0,valores,RECEPTIVO,LEANDRO,SANTANDER,MARIA BRUNA,RESOLVIDO
22/01/2025,234896 ,2.0,VALORES,RECEPTIVO,LEANDRO,OMNI,EDIANE,RESOLVIDO
22/01/2025,225616,1.0,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
15/01/2025,216249,,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,ALINE SALVADOR,RESOLVIDO
15/01/2025,222016,,valores,RECEPTIVO,LEANDRO,BRADESCO,ALINE SALVADOR,RESOLVIDO
15/01/2025,186066,1.0,"R$ 16.044,00",RECEPTIVO,,BRADESCO,ITAYNNARA,RESOLVIDO
15/01/2025,182006,1.0,VALORES,RECEPTIVO,LEANDRO,PSA F.,ITAYNNARA,RESOLVIDO
15/01/2025,215772,1.0,VALORES,RECEPTIVO,,BV FINANCEIRA,KATIA,RESOLVIDO
15/01/2025,237080,1.0,VALORES,RECEPTIVO,REVERSÃO,SANTANDER,ITAYNNARA,RESOLVIDO
15/01/2025,199845,2.0,valores,RECEPTIVO,,PANAMERICANO,KATIA,RESOLVIDO
16/01/2025,196291,1.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,JULIA,RESOLVIDO
15/1/2025,175600,2.0,"R$ 80.898,53",RECEPTIVO,LEANDRO,ITAÃ,ITAYNNARA,RESOLVIDO
16/01/2025,216575,3.0,"R$10.000,00",RECEPTIVO,ADRIANO,GMAC,MARIA BRUNA,RESOLVIDO
15/01/2025,215154,1.0,VERIFICAR CAMPANHA,RECEPTIVO,ADRIANO,SANTANDER,FABIANA,RESOLVIDO
17/01/2025,205785,1.0,"CLIENTE RECEBU PROPOSTA NO VALOR DE R$13.554,26",RECEPTIVO,,BRADESCO,AMANDA SANTANA,RESOLVIDO
16/01/2025,225047 ,1.0,verificar se fez acordo ,RECEPTIVO,ADRIANO,SANTANDER,MARIA BRUNA,RESOLVIDO
15/01/2025,230468,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,ITAYNNARA,RESOLVIDO
16/01/2025,218548,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,JULIA,RESOLVIDO
16/01/2025,227468,1.0,valores,RECEPTIVO,LEANDRO,ITAÃ,VITORIA,RESOLVIDO
17/01/2025,236197,2.0,VALORES,RECEPTIVO,,BRADESCO,ITAYNNARA,RESOLVIDO
15/01/2025,221631,3.0,"R$ 8.000,00",RECEPTIVO,,SANTANDER,ITAYNNARA,RESOLVIDO
22/01/2025,221586 ,1.0,"R$ 3.000,00",RECEPTIVO,ADRIANO,PANAMERICANO,EDIANE,RESOLVIDO
20/01/2025,197348 ,2.0,"R$ 6.500,00",RECEPTIVO,ADRIANO,RENNER,VICTOR ADRIANO,RESOLVIDO
15/01/2025,209363 ,1.0,"R$ 15.000,00",RECEPTIVO,,PANAMERICANO,ITAYNNARA,RESOLVIDO
15/01/2025,211984 ,2.0,"R$ 7.000,00",RECEPTIVO,,,VITORIA,RESOLVIDO
15/01/2025,222608 ,1.0,"R$ 7.000,00",RECEPTIVO,,,ITAYNNARA,RESOLVIDO
16/01/2025,212305 ,2.0,"R$ 25.000,00",RECEPTIVO,LEANDRO,SANTANDER,MONYZA,RESOLVIDO
16/01/2025,220844 ,2.0,"R$ 11.500,00",RECEPTIVO,LEANDRO,PANAMERICANO,GREICY,RESOLVIDO
17/01/2025,236759 ,2.0,4mil ,RECEPTIVO,LEANDRO,SANTANDER,JULIA,RESOLVIDO
17/01/2025,200084 ,1.0,"R$ 10.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,FABIANA,RESOLVIDO
17/01/2025,219766 ,2.0,"R$ 18.599,00",RECEPTIVO,LEANDRO,TOYOTA,VITORIA,RESOLVIDO
17/01/2025,228147 ,5.0,"R$ 10.000,00",RECEPTIVO,LEANDRO,SANTANDER,MARIA BRUNA,RESOLVIDO
17/01/2025,233278 ,1.0,"R$ 7.000,00",RECEPTIVO,LEANDRO,SANTANDER,ITAYNNARA,RESOLVIDO
21/01/2025,213483 ,1.0,VALORES,RECEPTIVO,LEANDRO,PANAMERICANO,KATIA,RESOLVIDO
22/01/2025,232429 ,2.0,"R$ 10.535,00",RECEPTIVO,LEANDRO,GMAC,ITAYNNARA,RESOLVIDO
21/01/2025,236619 ,2.0, 8 mil,RECEPTIVO,LEANDRO,RCI,EDIANE,RESOLVIDO
21/01/2025,228967 ,2.0,"R$ 2.600,00",RECEPTIVO,LEANDRO,OMNI,MONYZA,RESOLVIDO
18/01/2025,191999 ,1.0,"R$ 9.000,00",RECEPTIVO,ADRIANO,ITAÃ,,RESOLVIDO
20/01/2025,217771,3.0,"R$ 5.800,00",RECEPTIVO,ADRIANO,PANAMERICANO,GREICY,RESOLVIDO
16/01/2025,189290,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,FABIANA,RESOLVIDO
16/01/2025,222228,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,VITORIA,RESOLVIDO
17/01/2025,193965 ,1.0,VALORES,ATIVO,LEANDRO,SANTANDER,ITAYNNARA,RESOLVIDO
15/01/2025,213351,2.0,"R$ 7.000,00",RECEPTIVO,ADRIANO,PANAMERICANO,AMANDA SANTANA,RESOLVIDO
17/01/2025,167922 ,1.0,"R$ 12.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,IZABEL,RESOLVIDO
16/01/2025,228328,1.0,valores,RECEPTIVO,ADRIANO,SANTANDER,GREICY,RESOLVIDO
15/01/2025,210248,2.0,"R$ 4.000,00",RECEPTIVO,,PANAMERICANO,AMANDA SANTANA,RESOLVIDO
17/01/2025,239251 ,1.0,"R$ 17.000,00",ATIVO,FECHADO,BRADESCO,AMANDA SANTANA,RESOLVIDO
15/01/2025,217964,1.0,BOLETO,RECEPTIVO,ADRIANO,PANAMERICANO,GREICY,RESOLVIDO
15/01/2025,213624,1.0,"R$ 6.000,00",RECEPTIVO,ADRIANO,BRADESCO,AMANDA SANTANA,RESOLVIDO
15/1/2025,181422,1.0,"R$ 5.426,09",RECEPTIVO,ADRIANO,BV FINANCEIRA,MONYZA,RESOLVIDO
15/1/2025,208583,1.0,VALORES,RECEPTIVO,ADRIANO,VOLKSWAGEN,FABIANA,RESOLVIDO
15/1/2025,197206,1.0,"R$ 5.000,00",RECEPTIVO,ADRIANO,PANAMERICANO,ANA LIDIA,RESOLVIDO
15/1/2025,208023,1.0,VALORES,RECEPTIVO,,SANTANDER,GREICY,RESOLVIDO
15/1/2025,208192,1.0,VALORES,RECEPTIVO,,SANTANDER,GREICY,RESOLVIDO
15/01/2025,225560,2.0,valores,RECEPTIVO,LEANDRO,ITAÃ,GEOVANNA,RESOLVIDO
23/01/2025,206700,3.0,valores,RECEPTIVO,LEANDRO,PANAMERICANO,ITAYNNARA,RESOLVIDO
15/01/2025,217222 ,2.0,"R$ 20.000,00",RECEPTIVO,,,,RESOLVIDO
20/01/2025, 213704,1.0,VALORES,RECEPTIVO,ADRIANO,SANTANDER,MARIA BRUNA,RESOLVIDO
16/01/2025,210563,1.0,"R$ 16.500,00",RECEPTIVO,LEANDRO,VOLKSWAGEN,GREICY,RESOLVIDO
15/01/2025,219372,2.0,"R$10.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,AMANDA SANTANA,RESOLVIDO
15/01/2025,176588,1.0,VALORES,RECEPTIVO,LEANDRO,ITAÃ,IZABEL,RESOLVIDO
17/01/2025,168427 ,1.0,VALORES,RECEPTIVO,ADRIANO,RENNER,JULIA,RESOLVIDO
17/01/2025,214598 ,2.0,VALORES,RECEPTIVO,,OMNI,ITAYNNARA,RESOLVIDO
17/01/2025,174704,2.0,"10.000,00",RECEPTIVO,LEANDRO,BRADESCO,FABIANA,RESOLVIDO
17/01/2025,217449,4.0,valores,RECEPTIVO,LEANDRO,BRADESCO,MONYZA,RESOLVIDO
17/01/2025,216144,2.0,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,GREICY,RESOLVIDO
17/01/2025,185712,1.0,"30.000,00",RECEPTIVO,LEANDRO,BRADESCO,IZABEL,RESOLVIDO
17/01/2025,207580,1.0,"9.500,00",RECEPTIVO,LEANDRO,SANTANDER,MARIA BRUNA,RESOLVIDO
20/01/2025,178276,1.0,valores,RECEPTIVO,LEANDRO,PANAMERICANO,ITAYNNARA,RESOLVIDO
20/01/2025,218973,1.0,valores,RECEPTIVO,ADRIANO,ITAÃ,VITORIA,RESOLVIDO
20/01/2025,196180,1.0,"7.000,00",RECEPTIVO,LEANDRO,SANTANDER,MARIA BRUNA,RESOLVIDO
22/01/2025,228901,5.0,valores,RECEPTIVO,LEANDRO,BRADESCO,IZABEL,RESOLVIDO
17/01/2025,187704  ,1.0,"R$ 2.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,JULIA,RESOLVIDO
16/01/2025,203563,,valores,RECEPTIVO,ADRIANO,PANAMERICANO,ALINE SALVADOR,RESOLVIDO
16/01/2025,207311,2.0,"R$ 20.000,00",RECEPTIVO,ADRIANO,SANTANDER,ITAYNNARA,RESOLVIDO
16/01/2025,209080,1.0,"R$ 15.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,JULIA,RESOLVIDO
22/01/2025,237942,2.0,"R$ 13.000,00",RECEPTIVO,LEANDRO,SANTANDER,MONYZA,RESOLVIDO
21/01/2025,159657,2.0,,RECEPTIVO,,BRADESCO,KATIA,RESOLVIDO
16/01/2025,214628,1.0,VALORES,RECEPTIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
17/01/2025,146862 ,1.0,VALORES,RECEPTIVO,ADRIANO,BRADESCO,IZABEL,RESOLVIDO
21/01/2025,214747 ,1.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
17/01/2025,204161,1.0,50% a 50%,RECEPTIVO,LEANDRO,SANTANDER,FABIANA,RESOLVIDO
17/01/2025,229866,1.0,valores,RECEPTIVO,,BRADESCO,MONYZA,RESOLVIDO
17/01/2025,203208 ,2.0,valores,RECEPTIVO,,SANTANDER,ITAYNNARA,RESOLVIDO
17/01/2025,200068,1.0,"R$ 50.000,00",RECEPTIVO,FECHADO,BV FINANCEIRA,FABIANA,RESOLVIDO
17/01/2025,226529,1.0,VALORES,RECEPTIVO,,SANTANDER,JULIANA,RESOLVIDO
17/01/2025,234896,2.0,"R$ 20.000,00",RECEPTIVO,LEANDRO,OMNI,IZABEL,RESOLVIDO
17/01/2025,210233,1.0,valores,RECEPTIVO,ADRIANO,SANTANDER,AMANDA SANTANA,RESOLVIDO
20/01/2025,232283,1.0,VALORES,RECEPTIVO,,OMNI,ITAYNNARA,RESOLVIDO
21/01/2025,228901,5.0,valores,RECEPTIVO,LEANDRO,BRADESCO,VICTOR ADRIANO,RESOLVIDO
17/01/2025,225945 ,1.0,valores,RECEPTIVO,LEANDRO,BRADESCO,MONYZA,RESOLVIDO
17/01/2025,219997 ,2.0,"R$ 16.343,40",RECEPTIVO,LEANDRO,HYUNDAI,JULIANA,RESOLVIDO
21/01/2025,235784,2.0,verificar fez acordo,RECEPTIVO,LEANDRO,SANTANDER,EDIANE,RESOLVIDO
17/01/2025,238998,1.0,valores,RECEPTIVO,LEANDRO,BRADESCO,JULIA,RESOLVIDO
20/01/2025,226811,1.0,"R$ 4.000,00",RECEPTIVO,ADRIANO,SANTANDER,MARIA BRUNA,RESOLVIDO
20/01/2025,176549 ,2.0,"R$ 13.000,00",RECEPTIVO,ADRIANO,SANTANDER,EDIANE,RESOLVIDO
17/01/2025,230317 ,3.0,valores,RECEPTIVO,REVERSÃO,BRADESCO,IZABEL,RESOLVIDO
16/01/2025,213955,1.0,VALORES,RECEPTIVO,ADRIANO,SANTANDER,FABIANA,RESOLVIDO
16/01/2025,206812,2.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,FABIANA,RESOLVIDO
16/01/2025,212924,1.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,AMANDA SANTANA,RESOLVIDO
17/01/2025,197050,,"R$ 3.000,00",RECEPTIVO,,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
20/01/2025,225029,2.0,"CONTACTAR CLIENTE E SUBMETER 12.000,00 PARA ANALISE",RECEPTIVO,ADRIANO,GMAC,AMANDA SANTANA,RESOLVIDO
17/01/2025,219456 ,1.0,"R$ 10.000,00",RECEPTIVO,ADRIANO,PANAMERICANO,AMANDA SANTANA,RESOLVIDO
17/01/2025,222058 ,2.0,"R$ 10.000,00",RECEPTIVO,,SANTANDER,ITAYNNARA,RESOLVIDO
17/01/2025,212231 ,2.0,"R$ 10.000,00",RECEPTIVO,LEANDRO,SANTANDER,MARIA BRUNA,RESOLVIDO
20/01/2025,214643 ,2.0,"R$ 4.200,00",RECEPTIVO,,PANAMERICANO,MONYZA,RESOLVIDO
17/01/2025,216506,1.0,"R$ 8.000,00",RECEPTIVO,,PANAMERICANO,ALINE SALVADOR,RESOLVIDO
17/01/2025,207556,2.0,"R$ 5.000,00",RECEPTIVO,LEANDRO,SANTANDER,GREICY,RESOLVIDO
16/01/2025,219677,1.0,"CLIENTE RECEBEU PROPOSTA DE 30.000,00",RECEPTIVO,LEANDRO,BRADESCO,AMANDA SANTANA,RESOLVIDO
17/01/2025,211361,1.0,valores,RECEPTIVO,,SANTANDER,ITAYNNARA,RESOLVIDO
17/01/2025,217719,1.0,VALORES,RECEPTIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
